Job Title,Company,Skills,Location,Salary,Experience,Posted,Link
Digital Marketing Executive,Maven InfoTech,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",Work from home,"₹ 2,00,000 - 3,25,000",1 year(s),N/A,https://internshala.com/job/detail/remote-digital-marketing-executive-job-at-maven-infotech1765008202
Telecaller,PadosiAgent ServTech Pvt Ltd,"Computer skills, Customer Acquisition, Customer Support, English Proficiency (Spoken), Gujarati Proficiency (Spoken), Hindi Proficiency (Spoken), Lead Generation, Marathi Proficiency(Spoken), Sales",Ahmedabad,"₹ 2,00,000 - 3,20,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-telecaller-job-in-ahmedabad-at-padosiagent-servtech-pvt-ltd1764571581
Junior Corporate Sales Manager,Snap It,"Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office",Kolkata,"₹ 2,00,000 - 3,20,000",1 year(s),4 days ago,https://internshala.com/job/detail/junior-corporate-sales-manager-job-in-kolkata-at-snap-it1766050669
Corporate Sales Executive,Isearch Solution Pvt. Ltd.,"Digital Marketing, Email Marketing, English Proficiency (Spoken), Negotiations, Sales, Sales Management",Delhi,"₹ 2,00,000 - 3,20,000",1 year(s),6 days ago,https://internshala.com/job/detail/corporate-sales-executive-job-in-delhi-at-isearch-solution-pvt-ltd1765882681
Store Manager - Vrindavan,Japam Spiritual Private Limited,"Bank Reconciliation, Cash Flow Management, Client Interaction, Communication Skills, Coordination, Decision making, Google Sheets, Multitasking, Problem Solving, Reporting, Retail Management, Sales, Sales Strategy, Time Management",Vrindavan,"₹ 2,00,000 - 3,20,000",1 year(s),N/A,https://internshala.com/job/detail/store-manager-vrindavan-job-in-vrindavan-at-japam-spiritual-private-limited1764841993
Digital Marketing Associate,What A Story,"Email Management, English Proficiency (Spoken), English Proficiency (Written), Social Media Marketing, Written Communication",Indore,"₹ 2,00,000 - 3,20,000",1 year(s),1 day ago,https://internshala.com/job/detail/digital-marketing-associate-job-in-indore-at-what-a-story1766349050
Accountant,PGA & Co,"Accounting, Bank Reconciliation, GST, MS-Excel, Tally, Taxation, Zoho Books",Chandigarh,"₹ 2,00,000 - 3,20,000",1 year(s),6 days ago,https://internshala.com/job/detail/accountant-job-in-chandigarh-at-pga-co1765870870
Telecaller,Bonn Tonn,"English Proficiency (Spoken), MS-Excel",Kolkata,"₹ 2,00,000 - 3,20,000",1 year(s),N/A,https://internshala.com/job/detail/part-time-telecaller-job-in-kolkata-at-bonn-tonn1765450216
Sales And Service Engineer,Sabari Healthcare Systems,"Communication Skills, Customer Relationship Management, Electronics, Field Work, Presentation skills, Product Marketing, Self-learning",Coimbatore,"₹ 2,00,000 - 3,20,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-sales-and-service-engineer-job-in-coimbatore-at-sabari-healthcare-systems1764702605
Content Writer,OyeMarketor Private Limited,"Collaboration, Creative Writing, Creativity, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing, Script Writing, Search Engine Optimization (SEO), Social Media Marketing",Pune,"₹ 2,00,000 - 3,20,000",1 year(s),N/A,https://internshala.com/job/detail/content-writer-job-in-pune-at-oyemarketor-private-limited1763978975
Graphic Designer,Snap It,"Adobe Photoshop, Canva",Work from home,"₹ 2,00,000 - 3,20,000",1 year(s),4 days ago,https://internshala.com/job/detail/remote-graphic-designer-job-at-snap-it1766044868
Operations Associate,Cognivex Technologies Private Limited,Operations,Work from home,"₹ 2,00,000 - 3,20,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-remote-operations-associate-job-at-cognivex-technologies-private-limited1765514256
Inside Tele Sales,Sepal,Effective Communication,Work from home,"₹ 2,00,000 - 3,20,000",1 year(s),N/A,https://internshala.com/job/detail/remote-inside-tele-sales-job-at-sepal1765183912
iOS App Developer,Probey Services Private Limited,"Android, English Proficiency (Spoken), English Proficiency (Written), iOS, Mobile Application Development, Node.js, React, React Native, REST API, Xcode","Delhi,Ghaziabad,Noida,North,South","₹ 2,00,000 - 3,20,000",1 year(s),N/A,https://internshala.com/job/detail/ios-app-developer-job-in-multiple-locations-at-probey-services-private-limited1764402530
Digital Marketing Executive,Valiuxe,"Copywriting, Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Ads, Social Media Marketing",Work from home,"₹ 2,00,000 - 3,20,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-remote-digital-marketing-executive-job-at-valiuxe1764192119
Human Resources (HR) Trainee,Smile Foundation,"English Proficiency (Spoken), English Proficiency (Written)",Noida,"₹ 2,00,000 - 3,20,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-human-resources-hr-trainee-job-in-noida-at-palak-sobti1764178684
Junior Social Media Marketing Manager,Jujube Asian Cookhouse,"Content Management, Creative Writing, Instagram Marketing, Marketing Campaigns, Social Media Marketing",Gurgaon,"₹ 2,00,000 - 3,10,000",1 year(s),N/A,https://internshala.com/job/detail/junior-social-media-marketing-manager-job-in-gurgaon-at-nitin-gambhir1764135865
Accountant,Saroj Education Group,"MS-Office, Tally, Taxation",Delhi,"₹ 2,00,000 - 3,10,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-accountant-job-in-delhi-at-saroj-education-group1765446165
Associate Accountant,"KARHAR INDUSTRIES PVT LTD,","Accounting, MS-Excel, MS-Office, Tally",Mumbai(Hybrid),"₹ 2,00,000 - 3,00,001",1 year(s),5 days ago,https://internshala.com/job/detail/associate-accountant-job-in-mumbai-at-karhar-industries-pvt-ltd1765955735
Corporate Sales Associate,Firststore.io,"English Proficiency (Spoken), English Proficiency (Written), MS-Office, Sales",Mumbai,"₹ 2,00,000 - 3,00,000",0 year(s),Few hours ago,https://internshala.com/job/detail/fresher-corporate-sales-associate-job-in-mumbai-at-firststoreio1766422955
Junior Video Editor,Trading Fox Private Limited,"Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Video Editing",Jaipur,"₹ 2,00,000 - 3,00,000",1 year(s),Today,https://internshala.com/job/detail/junior-video-editor-job-in-jaipur-at-trading-fox-private-limited1766399837
People Operations Associate,Humanhire Corp,English Proficiency (Spoken),Jaipur,"₹ 2,00,000 - 3,00,000",0 year(s),Today,https://internshala.com/job/detail/fresher-people-operations-associate-job-in-jaipur-at-humanhire-corp1766391726
HR Recruiter,Wehire Talent Solutions,"Effective Communication, Interpersonal skills",Mumbai,"₹ 2,00,000 - 3,00,000",0 year(s),Today,https://internshala.com/job/detail/fresher-hr-recruiter-job-in-mumbai-at-wehire-talent-solutions1766392980
Field Sales Executive,HIIT Ambala,"English Proficiency (Spoken), Hindi Proficiency (Spoken)",Ambala(Hybrid),"₹ 2,00,000 - 3,00,000",1 year(s),2 days ago,https://internshala.com/job/detail/field-sales-executive-job-in-ambala-at-hiit-ambala1766223048
Human Resources (HR) Manager,Break The Code,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Management, MS-Excel, MS-Office, MS-Word","Palghar,Navi Mumbai,Dombivli,Kalyan,Mumbai,Virar,Vashi,Vasai,Bhiwandi,Mira Bhayandar,Vasai-Virar,Bandra","₹ 2,00,000 - 3,00,000",1 year(s),1 day ago,https://internshala.com/job/detail/human-resources-hr-manager-job-in-multiple-locations-at-break-the-code1766336560
Administration Executive,HIIT Ambala,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, MS-Word",Ambala,"₹ 2,00,000 - 3,00,000",1 year(s),5 days ago,https://internshala.com/job/detail/administration-executive-job-in-ambala-at-hiit-ambala1765968905
Relationship Manager,Pune Property Investor,"Client Interaction, Client Relationship Management (CRM), Effective Communication, Field Sales, Field Work, Negotiation, Sales Management, Sales Strategy","Dighi,Kharadi","₹ 2,00,000 - 3,00,000",1 year(s),7 days ago,https://internshala.com/job/detail/relationship-manager-job-in-multiple-locations-at-pune-property-investor1765774627
Business Development Executive,AI Certs,"Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Lead Generation, LinkedIn Marketing, Social Media Marketing",Gandhinagar,"₹ 2,00,000 - 3,00,000",0 year(s),6 days ago,https://internshala.com/job/detail/fresher-business-development-executive-job-in-gandhinagar-at-ai-certs1765859118
Graphic Designer,In Quotes Media Solutions,"Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, CorelDRAW, Video Editing",Jaipur,"₹ 2,00,000 - 3,00,000",1 year(s),4 days ago,https://internshala.com/job/detail/graphic-designer-job-in-jaipur-at-in-quotes-media-solutions1766058197
Sales Executive,Pune Property Investor,"Adaptability, Client Relationship Management (CRM), Effective Communication, Negotiations",Dighi(Hybrid),"₹ 2,00,000 - 3,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-sales-executive-job-in-dighi-at-pune-property-investor1765279732
Forex And Crypto Live Streamer,Trading Fox Private Limited,"Analytical Thinking, Market Analysis, Research and Analytics",Jaipur,"₹ 2,00,000 - 3,00,000",0 year(s),3 days ago,https://internshala.com/job/detail/fresher-forex-and-crypto-live-streamer-job-in-jaipur-at-trading-fox-private-limited1766125125
Backend Developer,HIIT Ambala,"Bubble.io, Django, Express.js, HTML, Java, MongoDB, MySQL, Node.js, PHP, Python, REST API",Ambala,"₹ 2,00,000 - 3,00,000",1 year(s),N/A,https://internshala.com/job/detail/backend-developer-job-in-ambala-at-hiit-ambala1765261689
Business Development Executive,Rajlaxmi Solutions Private Limited,"English Proficiency (Spoken), English Proficiency (Written), Field Sales, Lead Generation, Marketing Strategies, Market research, Sales Management, Sales Strategy","Dombivli,Kalyan,Mumbai,Thane,Thane West","₹ 2,00,000 - 3,00,000",1 year(s),4 days ago,https://internshala.com/job/detail/business-development-executive-job-in-multiple-locations-at-rajlaxmi-solutions-private-limited1766043310
Business Development Associate,Prime Infoserv LLP,"Cold Calling, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Lead Generation, Sales, Sales Management",Mumbai,"₹ 2,00,000 - 3,00,000",1 year(s),5 days ago,https://internshala.com/job/detail/business-development-associate-job-in-mumbai-at-prime-infoserv-llp1765947961
Business Development Associate,Growify Digital,"Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Social Media Marketing",Delhi,"₹ 2,00,000 - 3,00,000",1 year(s),Today,https://internshala.com/job/detail/business-development-associate-job-in-delhi-at-growify-digital1766409016
Business Development Associate,Prime Infoserv LLP,"Cold Calling, Email Marketing, Lead Generation",Kolkata,"₹ 2,00,000 - 3,00,000",1 year(s),6 days ago,https://internshala.com/job/detail/business-development-associate-job-in-kolkata-at-prime-infoserv-llp1765886923
Social Media Associate,EMIAC Technologies,"Digital Marketing, Search Engine Marketing (SEM), Social Media Marketing",Jaipur,"₹ 2,00,000 - 3,00,000",1 year(s),N/A,https://internshala.com/job/detail/social-media-associate-job-in-jaipur-at-emiac-technologies1765350404
Social Media Executive,Redragaa,"Adobe Premiere Pro, Communication Skills, Content Editing, Content Management, Graphic Design, Organizational Development, Social Media Marketing",Mumbai,"₹ 2,00,000 - 3,00,000",1 year(s),N/A,https://internshala.com/job/detail/social-media-executive-job-in-mumbai-at-redragaa1764663749
Data Analytics Executive,Growify Digital,"Data Analytics, MS-Excel",Delhi,"₹ 2,00,000 - 3,00,000",1 year(s),Today,https://internshala.com/job/detail/data-analytics-executive-job-in-delhi-at-growify-digital1766408021
Store Manager - Ujjain,Japam Spiritual Private Limited,"Client Relationship Management (CRM), Coordination, Data entry, Decision making, Effective Communication, Inventory Management, Operations, Retail Management, Sales, Sales Strategy, Time Management",Ujjain,"₹ 2,00,000 - 3,00,000",1 year(s),Today,https://internshala.com/job/detail/store-manager-ujjain-job-in-ujjain-at-japam-spiritual-private-limited1766385725
Artist Relations Executive,EMIAC Technologies,"Client Relationship, Effective Communication, Social Media Marketing, Talent Management",Jaipur,"₹ 2,00,000 - 3,00,000",1 year(s),N/A,https://internshala.com/job/detail/artist-relations-executive-job-in-jaipur-at-emiac-technologies1765174404
Jewelry Sales Executive,SPARKSPRINT SERVICES PRIVATE LIMITED,"B2B Sales, Sales",Noida,"₹ 2,00,000 - 3,00,000",1 year(s),2 days ago,https://internshala.com/job/detail/jewelry-sales-executive-job-in-noida-at-sparksprint-services-private-limited1766215900
International BPO (Business Process Outsourcing) Trainee/Manager/Associate,SPARKSPRINT SERVICES PRIVATE LIMITED,B2B Sales,Noida,"₹ 2,00,000 - 3,00,000",1 year(s),2 days ago,https://internshala.com/job/detail/international-bpo-business-process-outsourcing-trainee-manager-associate-job-in-noida-at-sparksprint-services-private-limited1766223995
Backend Developer,Blue Waves Media,"Database Management System (DBMS), Git, Laravel, Node.js, PHP, REST API, Security tools",Kolkata,"₹ 2,00,000 - 3,00,000",1 year(s),6 days ago,https://internshala.com/job/detail/backend-developer-job-in-kolkata-at-blue-waves-media1765861128
MIS Executive,Fusion Beauty,"Advanced Excel, Client Relationship Management (CRM), Data Analytics, English Proficiency (Written)",Delhi,"₹ 2,00,000 - 3,00,000",0 year(s),Today,https://internshala.com/job/detail/fresher-mis-executive-job-in-delhi-at-fusion-beauty1766387226
Retail Sales Associate,SPARKSPRINT SERVICES PRIVATE LIMITED,Sales,Greater Noida,"₹ 2,00,000 - 3,00,000",0 year(s),2 days ago,https://internshala.com/job/detail/fresher-retail-sales-associate-job-in-greater-noida-at-sparksprint-services-private-limited1766208295
Corporate Sales Associate,Gigde Global Solutions Private Limited,"Effective Communication, Sales","Delhi,Ghaziabad,Noida","₹ 2,00,000 - 3,00,000",0 year(s),2 days ago,https://internshala.com/job/detail/fresher-corporate-sales-associate-job-in-multiple-locations-at-gigde-global-solutions-private-limited1766205895
Inside Sales Representative,Gigde Global Solutions Private Limited,"Effective Communication, Sales","Delhi,Ghaziabad,Noida","₹ 2,00,000 - 3,00,000",0 year(s),2 days ago,https://internshala.com/job/detail/fresher-inside-sales-representative-job-in-multiple-locations-at-gigde-global-solutions-private-limited1766205973
Business Development Executive,Break The Code,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Marketing, MS-Excel, Sales","Mumbai,Virar,Bhiwandi,Mira Bhayandar,Vasai-Virar","₹ 2,00,000 - 3,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-business-development-executive-job-in-multiple-locations-at-break-the-code1765204565
Marketing Executive,SPARKSPRINT SERVICES PRIVATE LIMITED,Marketing,Noida,"₹ 2,00,000 - 3,00,000",1 year(s),4 days ago,https://internshala.com/job/detail/marketing-executive-job-in-noida-at-sparksprint-services-private-limited1766053317
Human Resources (HR) Executive,Fusion Beauty,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Recruitment","Delhi,Noida","₹ 2,00,000 - 3,00,000",1 year(s),3 days ago,https://internshala.com/job/detail/human-resources-hr-executive-job-in-multiple-locations-at-fusion-beauty1766132273
